time,input,output
0.000000,0.000000,-0.171653
0.010000,0.000000,0.157694
0.020000,0.000000,0.044743
0.030000,0.000000,-0.238166
0.040000,0.000000,-0.091485
0.050000,0.000000,0.261115
0.060000,0.000000,-0.383692
0.070000,0.000000,-0.067817
0.080000,0.000000,0.200162
0.090000,0.000000,-0.137044
0.100000,0.000000,-0.107341
0.110000,0.000000,-0.014975
0.120000,0.000000,0.235809
0.130000,0.000000,-0.101019
0.140000,0.000000,-0.070200
0.150000,0.000000,-0.068677
0.160000,0.000000,0.348788
0.170000,0.000000,0.345761
0.180000,0.000000,0.158755
0.190000,0.000000,0.061061
0.200000,0.000000,0.116588
0.210000,0.000000,0.235705
0.220000,0.000000,-0.147968
0.230000,0.000000,0.185915
0.240000,0.000000,-0.198256
0.250000,0.000000,-0.100837
0.260000,0.000000,0.143426
0.270000,0.000000,-0.225894
0.280000,0.000000,-0.022147
0.290000,0.000000,-0.136255
0.300000,0.000000,-0.040417
0.310000,0.000000,-0.442496
0.320000,0.000000,-0.280104
0.330000,0.000000,-0.110660
0.340000,0.000000,0.146645
0.350000,0.000000,-0.027454
0.360000,0.000000,0.000450
0.370000,0.000000,0.108818
0.380000,0.000000,-0.139067
0.390000,0.000000,0.044845
0.400000,0.000000,-0.127340
0.410000,0.000000,-0.273169
0.420000,0.000000,-0.061807
0.430000,0.000000,0.090727
0.440000,0.000000,0.053536
0.450000,0.000000,-0.001871
0.460000,0.000000,0.378266
0.470000,0.000000,0.065287
0.480000,0.000000,0.154752
0.490000,0.000000,0.353882
0.500000,0.000000,-0.204613
0.510000,0.000000,-0.164247
0.520000,0.000000,0.275705
0.530000,0.000000,-0.126185
0.540000,0.000000,0.004693
0.550000,0.000000,0.169074
0.560000,0.000000,0.140833
0.570000,0.000000,0.277472
0.580000,0.000000,0.236482
0.590000,0.000000,0.169086
0.600000,0.000000,-0.122176
0.610000,0.000000,0.125679
0.620000,0.000000,0.049691
0.630000,0.000000,-0.209701
