time,input,output
0.000000,0.000000,-0.171653
0.010000,0.018849,0.157695
0.020000,0.037695,0.044749
0.030000,0.056535,-0.238145
0.040000,0.075366,-0.091435
0.050000,0.094186,0.261212
0.060000,0.112990,-0.383524
0.070000,0.131777,-0.067552
0.080000,0.150543,0.200558
0.090000,0.169285,-0.136482
0.100000,0.188000,-0.106572
0.110000,0.206685,-0.013954
0.120000,0.225338,0.237132
0.130000,0.243956,-0.099341
0.140000,0.262535,-0.068109
0.150000,0.281072,-0.066111
0.160000,0.299565,0.351894
0.170000,0.318011,0.349478
0.180000,0.336406,0.163156
0.190000,0.354748,0.066226
0.200000,0.373035,0.122597
0.210000,0.391262,0.242644
0.220000,0.409428,-0.140011
0.230000,0.427529,0.194984
0.240000,0.445562,-0.187977
0.250000,0.463525,-0.089250
0.260000,0.481415,0.156427
0.270000,0.499229,-0.211373
0.280000,0.516964,-0.005995
0.290000,0.534618,-0.118358
0.300000,0.552187,-0.020657
0.310000,0.569669,-0.420753
0.320000,0.587061,-0.256254
0.330000,0.604360,-0.084576
0.340000,0.621563,0.175093
0.350000,0.638669,0.003492
0.360000,0.655674,0.034030
0.370000,0.672575,0.145169
0.380000,0.689370,-0.099801
0.390000,0.706056,0.087170
0.400000,0.722631,-0.081809
0.410000,0.739091,-0.224282
0.420000,0.755435,-0.009412
0.430000,0.771659,0.146784
0.440000,0.787762,0.113413
0.450000,0.803740,0.061987
0.460000,0.819592,0.446266
0.470000,0.835313,0.137594
0.480000,0.850903,0.231531
0.490000,0.866359,0.435303
0.500000,0.881678,-0.118379
0.510000,0.896857,-0.073029
0.520000,0.911895,0.372083
0.530000,0.926789,-0.024471
0.540000,0.941537,0.111920
0.550000,0.956136,0.281994
0.560000,0.970584,0.259629
0.570000,0.984879,0.402326
0.580000,0.999018,0.367579
0.590000,1.012999,0.306611
0.600000,1.026821,0.021965
0.610000,1.040480,0.276624
0.620000,1.053975,0.207631
0.630000,1.067304,-0.044576
0.640000,1.080464,0.396597
0.650000,1.093453,0.307708
0.660000,1.106270,0.195030
0.670000,1.118912,0.158942
0.680000,1.131377,0.014484
0.690000,1.143664,0.243851
0.700000,1.155770,0.294918
0.710000,1.167693,0.098180
0.720000,1.179433,0.422303
0.730000,1.190986,0.074202
0.740000,1.202350,-0.078665
0.750000,1.213525,0.430964
0.760000,1.224509,0.212532
0.770000,1.235299,0.266323
0.780000,1.245894,0.163968
0.790000,1.256292,0.052806
0.800000,1.266492,0.515742
0.810000,1.276492,0.219092
0.820000,1.286290,0.601571
0.830000,1.295885,0.477737
0.840000,1.305276,0.311661
0.850000,1.314460,0.201269
0.860000,1.323437,0.268888
0.870000,1.332205,0.204916
0.880000,1.340762,0.738764
0.890000,1.349108,0.447089
0.900000,1.357241,0.615474
0.910000,1.365159,0.245942
0.920000,1.372862,0.487863
0.930000,1.380348,0.658580
0.940000,1.387616,0.432670
0.950000,1.394665,0.662161
0.960000,1.401493,0.341320
0.970000,1.408101,0.311089
0.980000,1.414486,0.600715
0.990000,1.420647,0.495015
1.000000,1.426585,0.670911
1.010000,1.432297,0.271271
1.020000,1.437783,0.711413
1.030000,1.443042,1.024594
1.040000,1.448072,0.625023
1.050000,1.452875,0.649643
1.060000,1.457448,0.688138
1.070000,1.461790,0.381021
1.080000,1.465902,0.758654
1.090000,1.469783,0.453456
1.100000,1.473431,0.655858
1.110000,1.476847,0.936347
1.120000,1.480029,0.640101
1.130000,1.482978,0.852281
1.140000,1.485692,0.949992
1.150000,1.488172,0.850931
1.160000,1.490417,0.607241
1.170000,1.492427,0.788739
1.180000,1.494200,1.168570
1.190000,1.495738,0.556171
1.200000,1.497040,0.850497
1.210000,1.498105,0.824692
1.220000,1.498934,0.949106
1.230000,1.499526,1.066480
1.240000,1.499882,1.220830
1.250000,1.500000,0.942175
1.260000,1.499882,1.131901
1.270000,1.499526,1.101157
1.280000,1.498934,1.115948
1.290000,1.498105,0.970707
1.300000,1.497040,0.921223
1.310000,1.495738,0.924136
1.320000,1.494200,0.997731
1.330000,1.492427,1.187570
1.340000,1.490417,1.276500
1.350000,1.488172,1.226906
1.360000,1.485692,1.108639
1.370000,1.482978,1.500755
1.380000,1.480029,1.475219
1.390000,1.476847,1.199040
1.400000,1.473431,1.144848
1.410000,1.469783,1.315744
1.420000,1.465902,1.515720
1.430000,1.461790,1.388219
1.440000,1.457448,1.443932
1.450000,1.452875,1.342798
1.460000,1.448072,1.468932
1.470000,1.443042,1.661520
1.480000,1.437783,1.399983
1.490000,1.432297,1.481159
1.500000,1.426585,1.519302
1.510000,1.420647,1.544744
1.520000,1.414486,1.297395
1.530000,1.408101,1.244663
1.540000,1.401493,1.401019
1.550000,1.394665,1.609641
1.560000,1.387616,1.691530
1.570000,1.380348,1.540939
1.580000,1.372862,1.863515
1.590000,1.365159,1.644029
1.600000,1.357241,1.690803
1.610000,1.349108,1.677849
1.620000,1.340762,1.750634
1.630000,1.332205,1.861750
1.640000,1.323437,1.876523
1.650000,1.314460,1.650118
1.660000,1.305276,2.053963
1.670000,1.295885,1.660770
1.680000,1.286290,1.867267
1.690000,1.276492,1.832156
1.700000,1.266492,1.730448
1.710000,1.256292,1.905158
1.720000,1.245894,1.820587
1.730000,1.235299,1.969884
1.740000,1.224509,2.042674
1.750000,1.213525,2.232202
1.760000,1.202350,2.068539
1.770000,1.190986,1.943697
1.780000,1.179433,1.998753
1.790000,1.167693,2.103066
1.800000,1.155770,2.115894
1.810000,1.143664,2.351997
1.820000,1.131377,2.361854
1.830000,1.118912,2.104399
1.840000,1.106270,2.094230
1.850000,1.093453,1.796399
1.860000,1.080464,2.133536
1.870000,1.067304,2.085198
1.880000,1.053975,2.203142
1.890000,1.040480,2.340444
1.900000,1.026821,2.325708
1.910000,1.012999,2.311990
1.920000,0.999018,2.367192
1.930000,0.984879,2.334467
1.940000,0.970584,2.404193
1.950000,0.956136,1.880657
1.960000,0.941537,2.367295
1.970000,0.926789,2.410538
1.980000,0.911895,2.392142
1.990000,0.896857,2.429515
2.000000,0.881678,2.592888
2.010000,0.866359,2.404658
2.020000,0.850903,2.864557
2.030000,0.835313,2.642616
2.040000,0.819592,2.549799
2.050000,0.803740,2.534945
2.060000,0.787762,2.570575
2.070000,0.771659,2.455974
2.080000,0.755435,2.601887
2.090000,0.739091,2.677045
2.100000,0.722631,2.740449
2.110000,0.706056,2.756098
2.120000,0.689370,2.636390
2.130000,0.672575,2.471142
2.140000,0.655674,2.604221
2.150000,0.638669,2.979670
2.160000,0.621563,2.880955
2.170000,0.604360,2.811999
2.180000,0.587061,2.647229
2.190000,0.569669,2.781979
2.200000,0.552187,2.596421
2.210000,0.534618,2.720999
2.220000,0.516964,2.782554
2.230000,0.499229,2.776943
2.240000,0.481415,2.997914
2.250000,0.463525,2.634618
2.260000,0.445562,2.734110
2.270000,0.427529,2.665327
2.280000,0.409428,2.698506
2.290000,0.391262,2.924949
2.300000,0.373035,2.663187
2.310000,0.354748,3.046057
2.320000,0.336406,2.898168
2.330000,0.318011,2.958110
2.340000,0.299565,3.007985
2.350000,0.281072,2.897783
2.360000,0.262535,3.138829
2.370000,0.243956,2.953696
2.380000,0.225338,3.086893
2.390000,0.206685,2.969708
2.400000,0.188000,3.055097
2.410000,0.169285,3.060923
2.420000,0.150543,3.063508
2.430000,0.131777,2.876891
2.440000,0.112990,3.106495
2.450000,0.094186,2.993452
2.460000,0.075366,3.149549
2.470000,0.056535,2.715165
2.480000,0.037695,2.829157
2.490000,0.018849,3.123249
2.500000,0.000000,3.364969
2.510000,-0.018849,3.206736
2.520000,-0.037695,2.970740
2.530000,-0.056535,2.814703
2.540000,-0.075366,3.202915
2.550000,-0.094186,3.075639
2.560000,-0.112990,3.184318
2.570000,-0.131777,3.111333
2.580000,-0.150543,3.099615
2.590000,-0.169285,3.564193
2.600000,-0.188000,3.096526
2.610000,-0.206685,3.073055
2.620000,-0.225338,3.079404
2.630000,-0.243956,3.006346
2.640000,-0.262535,3.254801
2.650000,-0.281072,3.041578
2.660000,-0.299565,3.196955
2.670000,-0.318011,3.139920
2.680000,-0.336406,3.285801
2.690000,-0.354748,3.157264
2.700000,-0.373035,2.896361
2.710000,-0.391262,2.875485
2.720000,-0.409428,3.304530
2.730000,-0.427529,2.981846
2.740000,-0.445562,2.865147
2.750000,-0.463525,2.963553
2.760000,-0.481415,3.264476
2.770000,-0.499229,2.834671
2.780000,-0.516964,2.916540
2.790000,-0.534618,2.942045
2.800000,-0.552187,2.843189
2.810000,-0.569669,2.846915
2.820000,-0.587061,2.786904
2.830000,-0.604360,2.946393
2.840000,-0.621563,2.955181
2.850000,-0.638669,2.894972
2.860000,-0.655674,2.732620
2.870000,-0.672575,3.183073
2.880000,-0.689370,2.765177
2.890000,-0.706056,3.009311
2.900000,-0.722631,2.785051
2.910000,-0.739091,3.049900
2.920000,-0.755435,3.084213
2.930000,-0.771659,2.782781
2.940000,-0.787762,2.605448
2.950000,-0.803740,3.007307
2.960000,-0.819592,3.181172
2.970000,-0.835313,2.937208
2.980000,-0.850903,2.883374
2.990000,-0.866359,2.973725
3.000000,-0.881678,2.950807
3.010000,-0.896857,2.684110
3.020000,-0.911895,2.695921
3.030000,-0.926789,2.881340
3.040000,-0.941537,2.746128
3.050000,-0.956136,2.960873
3.060000,-0.970584,2.624751
3.070000,-0.984879,2.837836
3.080000,-0.999018,2.755985
3.090000,-1.012999,2.664093
3.100000,-1.026821,2.851910
3.110000,-1.040480,2.755031
3.120000,-1.053975,2.469748
3.130000,-1.067304,2.710646
3.140000,-1.080464,2.807222
3.150000,-1.093453,2.549219
3.160000,-1.106270,2.510187
3.170000,-1.118912,2.422913
3.180000,-1.131377,2.505569
3.190000,-1.143664,2.594780
3.200000,-1.155770,2.335198
3.210000,-1.167693,2.229445
3.220000,-1.179433,2.360396
3.230000,-1.190986,2.178782
3.240000,-1.202350,2.456439
3.250000,-1.213525,2.282670
3.260000,-1.224509,2.048658
3.270000,-1.235299,2.246822
3.280000,-1.245894,2.246873
3.290000,-1.256292,2.323389
3.300000,-1.266492,2.204097
3.310000,-1.276492,2.496925
3.320000,-1.286290,2.093478
3.330000,-1.295885,2.139335
3.340000,-1.305276,2.106311
3.350000,-1.314460,2.050953
3.360000,-1.323437,2.090895
3.370000,-1.332205,2.126370
3.380000,-1.340762,2.224784
3.390000,-1.349108,1.736565
3.400000,-1.357241,1.875476
3.410000,-1.365159,1.856545
3.420000,-1.372862,2.046505
3.430000,-1.380348,1.812400
3.440000,-1.387616,1.539419
3.450000,-1.394665,1.822932
3.460000,-1.401493,1.773433
3.470000,-1.408101,1.776596
3.480000,-1.414486,1.552844
3.490000,-1.420647,1.957968
3.500000,-1.426585,1.603541
3.510000,-1.432297,1.593289
3.520000,-1.437783,1.448805
3.530000,-1.443042,1.411690
3.540000,-1.448072,1.333090
3.550000,-1.452875,1.431508
3.560000,-1.457448,1.309313
3.570000,-1.461790,1.752654
3.580000,-1.465902,1.095438
3.590000,-1.469783,1.181930
3.600000,-1.473431,1.262933
3.610000,-1.476847,1.398728
3.620000,-1.480029,1.192433
3.630000,-1.482978,1.330128
3.640000,-1.485692,1.032400
3.650000,-1.488172,1.162770
3.660000,-1.490417,1.393914
3.670000,-1.492427,0.929703
3.680000,-1.494200,1.113419
3.690000,-1.495738,1.043969
3.700000,-1.497040,0.619235
3.710000,-1.498105,0.845909
3.720000,-1.498934,1.081506
3.730000,-1.499526,0.887462
3.740000,-1.499882,0.637708
3.750000,-1.500000,0.901723
3.760000,-1.499882,0.679704
3.770000,-1.499526,0.775193
3.780000,-1.498934,0.740517
3.790000,-1.498105,0.466552
3.800000,-1.497040,0.730690
3.810000,-1.495738,0.408747
3.820000,-1.494200,0.323698
3.830000,-1.492427,0.352564
3.840000,-1.490417,0.399302
3.850000,-1.488172,0.433081
3.860000,-1.485692,0.255279
3.870000,-1.482978,0.456752
3.880000,-1.480029,0.340199
3.890000,-1.476847,0.151945
3.900000,-1.473431,0.363641
3.910000,-1.469783,0.367855
3.920000,-1.465902,0.129792
3.930000,-1.461790,0.072455
3.940000,-1.457448,-0.213025
3.950000,-1.452875,-0.036072
3.960000,-1.448072,-0.056855
3.970000,-1.443042,-0.011139
3.980000,-1.437783,-0.115782
3.990000,-1.432297,-0.089819
4.000000,-1.426585,0.074875
4.010000,-1.420647,-0.290781
4.020000,-1.414486,-0.323952
4.030000,-1.408101,-0.492662
4.040000,-1.401493,-0.326385
4.050000,-1.394665,-0.209922
4.060000,-1.387616,-0.680590
4.070000,-1.380348,-0.548346
4.080000,-1.372862,-0.476711
4.090000,-1.365159,-0.387291
4.100000,-1.357241,-0.500451
4.110000,-1.349108,-0.548782
4.120000,-1.340762,-0.674926
4.130000,-1.332205,-0.602442
4.140000,-1.323437,-0.557384
4.150000,-1.314460,-1.027048
4.160000,-1.305276,-0.680655
4.170000,-1.295885,-0.850410
4.180000,-1.286290,-0.957470
4.190000,-1.276492,-1.298757
4.200000,-1.266492,-1.169444
4.210000,-1.256292,-0.721336
4.220000,-1.245894,-1.137229
4.230000,-1.235299,-1.238314
4.240000,-1.224509,-1.177298
4.250000,-1.213525,-1.261171
4.260000,-1.202350,-1.161796
