time,input,output
0.000000,0.000000,-0.171653
0.010000,0.047116,0.157696
0.020000,0.094186,0.044758
0.030000,0.141162,-0.238113
0.040000,0.188000,-0.091360
0.050000,0.234652,0.261358
0.060000,0.281072,-0.383273
0.070000,0.327215,-0.067155
0.080000,0.373035,0.201148
0.090000,0.418487,-0.135644
0.100000,0.463525,-0.105427
0.110000,0.508107,-0.012435
0.120000,0.552187,0.239096
0.130000,0.595722,-0.096854
0.140000,0.638669,-0.065016
0.150000,0.680986,-0.062324
0.160000,0.722631,0.356470
0.170000,0.763562,0.354941
0.180000,0.803740,0.169609
0.190000,0.843125,0.073777
0.200000,0.881678,0.131358
0.210000,0.919361,0.252731
0.220000,0.956136,-0.128478
0.230000,0.991968,0.208087
0.240000,1.026821,-0.173179
0.250000,1.060660,-0.072625
0.260000,1.093453,0.175010
0.270000,1.125167,-0.190697
0.280000,1.155770,0.016912
0.290000,1.185233,-0.093082
0.300000,1.213525,0.007128
0.310000,1.240621,-0.390315
0.320000,1.266492,-0.223022
0.330000,1.291113,-0.048406
0.340000,1.314460,0.214345
0.350000,1.336510,0.045970
0.360000,1.357241,0.079877
0.370000,1.376632,0.194530
0.380000,1.394665,-0.046785
0.390000,1.411321,0.143983
0.400000,1.426585,-0.021060
0.410000,1.440441,-0.159459
0.420000,1.452875,0.059621
0.430000,1.463875,0.220160
0.440000,1.473431,0.191262
0.450000,1.481533,0.144437
0.460000,1.488172,0.533440
0.470000,1.493343,0.229612
0.480000,1.497040,0.328511
0.490000,1.499260,0.537354
0.500000,1.500000,-0.011149
0.510000,1.499260,0.039483
0.520000,1.497040,0.489972
0.530000,1.493343,0.098886
0.540000,1.488172,0.240832
0.550000,1.481533,0.416539
0.560000,1.473431,0.399879
0.570000,1.463875,0.548347
0.580000,1.452875,0.519430
0.590000,1.440441,0.464343
0.600000,1.426585,0.185622
0.610000,1.411321,0.446242
0.620000,1.394665,0.383238
0.630000,1.376632,0.137040
0.640000,1.357241,0.584232
0.650000,1.336510,0.501365
0.660000,1.314460,0.394701
0.670000,1.291113,0.364612
0.680000,1.266492,0.226127
0.690000,1.240621,0.461432
0.700000,1.213525,0.518393
0.710000,1.185233,0.327494
0.720000,1.155770,0.657389
0.730000,1.125167,0.314987
0.740000,1.093453,0.167732
0.750000,1.060660,0.682877
0.760000,1.026821,0.469853
0.770000,0.991968,0.528935
0.780000,0.956136,0.431742
0.790000,0.919361,0.325602
0.800000,0.881678,0.793408
0.810000,0.843125,0.501467
0.820000,0.803740,0.888480
0.830000,0.763562,0.768996
0.840000,0.722631,0.607074
0.850000,0.680986,0.500628
0.860000,0.638669,0.571974
0.870000,0.595722,0.511498
0.880000,0.552187,1.048601
0.890000,0.508107,0.759928
0.900000,0.463525,0.931050
0.910000,0.418487,0.563979
0.920000,0.373035,0.808074
0.930000,0.327215,0.980667
0.940000,0.281072,0.756324
0.950000,0.234652,0.987062
0.960000,0.188000,0.667136
0.970000,0.141162,0.637478
0.980000,0.094186,0.927326
0.990000,0.047116,0.821483
1.000000,0.000000,0.996864
1.010000,-0.047116,0.596325
1.020000,-0.094186,1.035174
1.030000,-0.141162,1.346659
1.040000,-0.188000,0.944979
1.050000,-0.234652,0.967067
1.060000,-0.281072,1.002598
1.070000,-0.327215,0.692078
1.080000,-0.373035,1.065858
1.090000,-0.418487,0.756349
1.100000,-0.463525,0.953974
1.110000,-0.508107,1.229212
1.120000,-0.552187,0.927233
1.130000,-0.595722,1.133192
1.140000,-0.638669,1.224186
1.150000,-0.680986,1.117905
1.160000,-0.722631,0.866486
1.170000,-0.763562,1.039740
1.180000,-0.803740,1.410805
1.190000,-0.843125,0.789114
1.200000,-0.881678,1.073617
1.210000,-0.919361,1.037453
1.220000,-0.956136,1.150967
1.230000,-0.991968,1.256896
1.240000,-1.026821,1.399254
1.250000,-1.060660,1.108054
1.260000,-1.093453,1.284683
1.270000,-1.125167,1.240284
1.280000,-1.155770,1.240861
1.290000,-1.185233,1.080847
1.300000,-1.213525,1.016028
1.310000,-1.240621,1.003045
1.320000,-1.266492,1.060180
1.330000,-1.291113,1.232997
1.340000,-1.314460,1.304344
1.350000,-1.336510,1.236605
1.360000,-1.357241,1.099633
1.370000,-1.376632,1.472486
1.380000,-1.394665,1.427133
1.390000,-1.411321,1.130583
1.400000,-1.426585,1.055469
1.410000,-1.440441,1.204898
1.420000,-1.452875,1.382864
1.430000,-1.463875,1.232815
1.440000,-1.473431,1.265447
1.450000,-1.481533,1.140703
1.460000,-1.488172,1.242706
1.470000,-1.493343,1.410646
1.480000,-1.497040,1.123951
1.490000,-1.499260,1.179467
1.500000,-1.500000,1.191454
1.510000,-1.499260,1.190252
1.520000,-1.497040,0.915781
1.530000,-1.493343,0.835455
1.540000,-1.488172,0.963756
1.550000,-1.481533,1.143871
1.560000,-1.473431,1.196809
1.570000,-1.463875,1.016836
1.580000,-1.452875,1.309607
1.590000,-1.440441,1.059906
1.600000,-1.426585,1.076065
1.610000,-1.411321,1.032108
1.620000,-1.394665,1.073514
1.630000,-1.376632,1.152888
1.640000,-1.357241,1.135568
1.650000,-1.336510,0.876732
1.660000,-1.314460,1.247821
1.670000,-1.291113,0.821561
1.680000,-1.266492,0.994695
1.690000,-1.240621,0.925937
1.700000,-1.213525,0.790314
1.710000,-1.185233,0.930856
1.720000,-1.155770,0.811878
1.730000,-1.125167,0.926544
1.740000,-1.093453,0.964497
1.750000,-1.060660,1.118994
1.760000,-1.026821,0.920124
1.770000,-0.991968,0.759916
1.780000,-0.956136,0.779462
1.790000,-0.919361,0.848137
1.800000,-0.881678,0.825216
1.810000,-0.843125,1.025477
1.820000,-0.803740,0.999415
1.830000,-0.763562,0.705980
1.840000,-0.722631,0.659790
1.850000,-0.680986,0.325912
1.860000,-0.638669,0.626993
1.870000,-0.595722,0.542609
1.880000,-0.552187,0.624533
1.890000,-0.508107,0.725861
1.900000,-0.463525,0.675212
1.910000,-0.418487,0.625661
1.920000,-0.373035,0.645126
1.930000,-0.327215,0.576779
1.940000,-0.281072,0.611015
1.950000,-0.234652,0.052139
1.960000,-0.188000,0.503605
1.970000,-0.141162,0.511860
1.980000,-0.094186,0.458678
1.990000,-0.047116,0.461484
2.000000,-0.000000,0.590528
2.010000,0.047116,0.368220
2.020000,0.094186,0.794313
2.030000,0.141162,0.538853
2.040000,0.188000,0.412820
2.050000,0.234652,0.365071
2.060000,0.281072,0.368143
2.070000,0.327215,0.221335
2.080000,0.373035,0.335410
2.090000,0.418487,0.379115
2.100000,0.463525,0.411466
2.110000,0.508107,0.396476
2.120000,0.552187,0.246559
2.130000,0.595722,0.051547
2.140000,0.638669,0.155320
2.150000,0.680986,0.501937
2.160000,0.722631,0.374876
2.170000,0.763562,0.278076
2.180000,0.803740,0.085976
2.190000,0.843125,0.193922
2.200000,0.881678,-0.017901
2.210000,0.919361,0.080965
2.220000,0.956136,0.117370
2.230000,0.991968,0.087185
2.240000,1.026821,0.284169
2.250000,1.060660,-0.102518
2.260000,1.093453,-0.025809
2.270000,1.125167,-0.116756
2.280000,1.155770,-0.105116
2.290000,1.185233,0.100427
2.300000,1.213525,-0.181590
2.310000,1.240621,0.181678
2.320000,1.266492,0.014849
2.330000,1.291113,0.056522
2.340000,1.314460,0.088804
2.350000,1.336510,-0.038308
2.360000,1.357241,0.186519
2.370000,1.376632,-0.014138
2.380000,1.394665,0.104237
2.390000,1.411321,-0.027064
2.400000,1.426585,0.044919
2.410000,1.440441,0.038055
2.420000,1.452875,0.028669
2.430000,1.463875,-0.169198
2.440000,1.473431,0.049881
2.450000,1.481533,-0.072960
2.460000,1.488172,0.074067
2.470000,1.493343,-0.368655
2.480000,1.497040,-0.262270
2.490000,1.499260,0.024946
2.500000,1.500000,0.260522
2.510000,1.499260,0.096877
2.520000,1.497040,-0.143800
2.530000,1.493343,-0.303789
2.540000,1.488172,0.081199
2.550000,1.481533,-0.048575
2.560000,1.473431,0.058330
2.570000,1.463875,-0.015709
2.580000,1.452875,-0.027764
2.590000,1.440441,0.437190
2.600000,1.426585,-0.029391
2.610000,1.411321,-0.051072
2.620000,1.394665,-0.042233
2.630000,1.376632,-0.112106
2.640000,1.357241,0.140221
2.650000,1.336510,-0.068446
2.660000,1.314460,0.092163
2.670000,1.291113,0.041030
2.680000,1.266492,0.193474
2.690000,1.240621,0.072155
2.700000,1.213525,-0.180882
2.710000,1.185233,-0.193254
2.720000,1.155770,0.244925
2.730000,1.125167,-0.068003
2.740000,1.093453,-0.174333
2.750000,1.060660,-0.064955
2.760000,1.026821,0.247533
2.770000,0.991968,-0.170122
2.780000,0.956136,-0.075529
2.790000,0.919361,-0.036738
2.800000,0.881678,-0.121754
2.810000,0.843125,-0.103647
2.820000,0.803740,-0.148745
2.830000,0.763562,0.026176
2.840000,0.722631,0.050905
2.850000,0.680986,0.007133
2.860000,0.638669,-0.138296
2.870000,0.595722,0.329554
2.880000,0.552187,-0.070485
2.890000,0.508107,0.191956
2.900000,0.463525,-0.013560
2.910000,0.418487,0.270458
2.920000,0.373035,0.324352
2.930000,0.327215,0.042901
2.940000,0.281072,-0.114064
2.950000,0.234652,0.308537
2.960000,0.188000,0.503507
2.970000,0.141162,0.280997
2.980000,0.094186,0.248954
2.990000,0.047116,0.361420
3.000000,0.000000,0.360929
3.010000,-0.047116,0.116957
3.020000,-0.094186,0.151779
3.030000,-0.141162,0.360483
3.040000,-0.188000,0.248817
3.050000,-0.234652,0.487358
3.060000,-0.281072,0.175268
3.070000,-0.327215,0.412607
3.080000,-0.373035,0.355224
3.090000,-0.418487,0.288000
3.100000,-0.463525,0.500672
3.110000,-0.508107,0.428826
3.120000,-0.552187,0.168740
3.130000,-0.595722,0.434988
3.140000,-0.638669,0.557056
3.150000,-0.680986,0.324677
3.160000,-0.722631,0.311388
3.170000,-0.763562,0.249968
3.180000,-0.803740,0.358575
3.190000,-0.843125,0.473826
3.200000,-0.881678,0.240364
3.210000,-0.919361,0.160799
3.220000,-0.956136,0.317997
3.230000,-0.991968,0.162680
3.240000,-1.026821,0.466675
3.250000,-1.060660,0.319276
3.260000,-1.093453,0.111658
3.270000,-1.125167,0.336230
3.280000,-1.155770,0.362698
3.290000,-1.185233,0.465629
3.300000,-1.213525,0.372746
3.310000,-1.240621,0.691967
3.320000,-1.266492,0.314892
3.330000,-1.291113,0.387092
3.340000,-1.314460,0.380378
3.350000,-1.336510,0.351289
3.360000,-1.357241,0.417456
3.370000,-1.376632,0.479104
3.380000,-1.394665,0.603636
3.390000,-1.411321,0.141475
3.400000,-1.426585,0.306380
3.410000,-1.440441,0.313375
3.420000,-1.452875,0.529189
3.430000,-1.463875,0.320863
3.440000,-1.473431,0.073584
3.450000,-1.481533,0.382718
3.460000,-1.488172,0.358759
3.470000,-1.493343,0.387377
3.480000,-1.497040,0.188995
